Media,ObjectID,Object Number,Sort Number,Department,Classification,Culture,Period,Attribution,Alpha Sort,Object Name,Title,Dated,Begin Date,Medium,Dimensions,Description
1,33842,54.1516,54  1516,KravisDC,"Anth- Ceramic, Plaster",Mississippian,Mississippian,,,Ceramic Effigy Vessel,,1000 -- 1600 CE,2003,Ceramic,7 3/4 x 6 x 7 1/8 in. (19.7 x 15.2 x 18.1 cm),"Hump Backed Human Effigy Bell Plain (highly polished) pottery type -- Bell Plain is prevalent at sites along the Mississippi River in Arkansas.  It has finely crushed shell temper, a well polished to highly polished surface, and varies in color from sh"
2,33955,54.1706,54  1706,KravisDC,"Anth- Ceramic, Plaster",Unknown,Late Post-Classic,,,Ceramic Pitcher,,1200 -- 1500 CE,2003,Earthenware,11 1/2 x 7 3/16 in. (29.2 x 18.3 cm),
1,34280,54.2868,54  2868,KravisDC,"Anth- Ceramic, Plaster",Mogollon,Pueblo II - III,,,Ceramic Vessel,,900 -- 1200 CE,2003,Ceramic,4 1/2 x 9 1/2 in. (11.4 x 24.1 cm),
2,33962,54.7758,54  7758,KravisDC,"Anth- Ceramic, Plaster",Zapotec,Late Preclassic to Classic,,,Ceramic Effigy Urn,,500 BCE -- 700 CE,2003,Earthenware,8 1/2 x 6 13/16 in. (21.6 x 17.3 cm),"54.7758  Ceramic Effigy Urns  Zapotec    Monte Alban, Oaxaca, Mexico  Earthenware  500 BC to AD 700    Ceramic figurines effigy effigies   Prehistoric      Mesoamerican  Mexico Mexican sculpture  Ritual Ceremonial   Art  Precolumbian Pre-columbian  art m"
1,33628,54.7767,54  7767,KravisDC,"Anth- Ceramic, Plaster",Maya,Classic to Epiclassic,,,Human Effigy Rattle,,300 -- 900 CE,2003,Clay,2 x 4 13/16 x 8 in. (5.1 x 12.3 x 20.3 cm),"54.7767  Human Effigy Rattles  Maya  Ignacio Bernal #1400    Clay  AD 300 to 900       Mesoamerican  Mexico  Mexican Ritual Ceremonial effigys effigies Mayan sculpture  Art  Prehistoric     Precolumbian Pre-columbian  art mexican pre-columbian precolumb"
1,30548,61.902,61   902,KravisDC,Anth- Stone,Archaic,Archaic,,,Bannerstone,,6000 -- 1000 BCE,2003,Chalcedony,1 x 3 1/4 x 4 7/16 in. (2.5 x 8.3 x 11.2 cm),"61.902  Bannerstones  Archaic    Christian County, KY  chalcedony  Archaic:  6000 BC - 1000 BC      Prehistoric    Banner Stones   Native American Indian  indians    Objects Closed Storage"
1,32106,61.1007,61  1007,KravisDC,Anth- Stone,Woodland,Woodland,,,Grooved Axe,,1000 BCE -- 700 CE,2003,Stone,4 3/16 x 1 11/16 x 8 3/4 in. (10.6 x 4.2 x 22.2 cm),61.1007  Grooved Axes  Woodland      stone  Woodland Period -- 1000 BC - AD 700      Prehistoric      Native American Indian   Tools  Implements Eastern Woodlands stone Stone Tools  indians Michigan barb barbed    Objects Drawer 21
1,30238,61.1147,61  1147,KravisDC,Anth- Stone,Archaic,Archaic,,,Bird Stone,,8000 -- 1000 BCE,2003,Porphyry,1 15/16 x 1 13/16 x 4 5/16 in. (4.9 x 4.6 x 11 cm),"61.1147  Bird Stones  Archaic  Circular tag outlined in red: ""5   129""  Noble County,  Ind  stone -- Porphyry  Archaic Period (8000 to 1000 BC)      Eastern Woodlands   Jewelry  Adornment Implements Ritual Ceremonial Religious Religion Ceremony   Native"
1,30397,61.7095,61  7095,KravisDC,Anth- Stone,Paleoindian,Paleolithic,,,Projectile Point (Clovis),,12000 -- 10000 BCE,2003,Chert,3/8 x 1 5/16 x 3 3/4 in. (0.9 x 3.4 x 9.5 cm),"61.7095  Projectile Point (Clovis)s  Paleoindian    Madison County, Illinois  Chert  Late Paleolithic (10000 to 12000 BC)    Arrowheads Projectile Points   Prehistoric   Weapons  Darts  Native American Indian  indians arrow heads  arrowhead head    Objec"
1,31351,61.7176,61  7176,KravisDC,Anth- Stone,Unknown,Late Paleolithic,,,Projectile Point (Folsom),,10000 -- 7000 BCE,2003,Stone,1/4 x 1 1/4 x 2 7/16 in. (0.7 x 3.2 x 6.1 cm),"61.7176  Projectile Point (Folsom)s      Jersey County, IL  stone  Late Paleolithic -- Early Archaic:  10,000 BC -- 7,000 BC    Arrowheads Projectile Points   Prehistoric   Weapons  Darts  Native American Indian  indians arrow heads  arrowhead head    Ob"
1,31928,61.16989,61 16989,KravisDC,Anth- Stone,Archaic,Archaic,,,Projectile Point (Smith),,5000 -- 1000 BCE,2003,Stone,9/16 x 2 3/16 x 5 1/4 in. (1.4 x 5.5 x 13.4 cm),"61.16989  Projectile Point (Smith)s    S-265  Lincoln County, Missouri   stone  Middle -- Late Archaic:  5,000 -- 1,000 BC    Arrowheads Projectile Points   Prehistoric   Weapons  Darts  Native American Indian  indians arrow heads  arrowhead head    Obje"
1,30971,61.18541,61 18541,KravisDC,Anth- Stone,Woodland,Woodland,,,Projectile Point (Fulton Turkey Tail),,2500 BCE -- 200 CE,2003,Stone,3/16 x 1 13/16 x 4 7/16 in. (0.5 x 4.6 x 11.3 cm),61.18541  Projectile Point (Fulton Turkey Tail)s  Woodland      stone  Late Archaic - Early Woodland:  2500 BC -- 200 BC    Arrowheads Projectile Points   Prehistoric   Weapons  Darts  Native American Indian  indians arrow heads  arrowhead head    Object
1,31748,61.91657,61 91657,KravisDC,Anth- Stone,Woodland,Woodland,,,Projectile Point (Snyders),,1000 BCE -- 1000 CE,2003,Stone,7/16 x 2 7/16 x 2 3/16 in. (1.1 x 6.2 x 5.5 cm),"61.91657  Projectile Point (Snyders)s  Woodland  S-3039    stone  Early to Late Woodland:  1,000 BC -- AD 1000    Arrowheads Projectile Points   Prehistoric   Weapons  Darts  Native American Indian  indians arrow heads  arrowhead head    Objects Drawer 1"
2,33061,71.20,71    20,KravisDC,"Anth- Basketry, Wicker-Work",Nez Perce,Historic,,,Cornhusk Bag,,1800s,2003,"Corn Husk, Yarn, Leather",15 1/8 x 20 9/16 in. (38.5 x 52.2 cm),"71.20  Cornhusk Bags  Nez Perce  G-2082    corn husk, yarn, leather  19th Century      Late 19th Century  Late 1800s    Native American Indians Corn Husk Bag Bags  Art  sally    Objects Drawer 3N  Plateau"
1,33501,83.1184,83  1184,KravisDC,"Anth- Bone, Ivory, Antler",Aleut,Historic,,,Ivory Effigy Pipe,,1800s,2003,Ivory,2 1/2 x 1 3/8 x 16 in. (6.4 x 3.4 x 40.6 cm),"83.1184  Ivory Effigy Pipes  Aleut  Frank Engles Collection. #1167.  Kodiak Island, AK.   Ivory  19th Century      Native American Indians  Ritual Ceremonial Arctic  Eskimo Alaska tobacco ritual ceremonial  tobacco whale whales     Objects Enduring Spiri"
1,32921,84.304,84   304,KravisDC,Anth- Composition,Lakota (Sioux),Historic,,,Moccasins,,ca. 1890-1900,2003,"Leather, Glass Beads, Metal, Feathers, Cotton String",3 13/16 in. (9.7 cm),"84.304  Moccasinss  Sioux  G-648 & 114    Leather, glass beads, metal, feathers, cotton string.    ca. 1890-1900      Early 20th Century  Early 1900s    Native American Indians  Beadwork Beads Beaded bead work   Clothing  Apparel Clothes  Footwear Shoes"
1,33025,84.613,84   613,KravisDC,Anth- Composition,Crow,Historic,,,Beaded Bag,,1800s,2003,"Leather, Glass Beads",21 x 14 in. (53.3 x 35.6 cm),"84.613  Beaded Bags  Crow  Emil Lender's Collection G-1655    Leather, glass beads  19th Century      Native American Indians  Beadwork Beads Beaded bead work Saddle Possible Tipi Tepee Teepee    Objects Drawer 3B  Plains"
1,34416,84.1718,84  1718,KravisDC,Anth- Composition,Chippewa,Historic,,,Shoulder Bag,,Early 1900s,2004,"Glass Beads, Cotton, Velvet, Yarn, Cotton String",14 1/2 x 43 in. (36.8 x 109.2 cm),"84.1718  Shoulder Bags  Chippewa      Glass beads, cotton, velvet, yarn, cotton string.   Early 20th Century    Bandolier Bags   Early 20th Century  Early 1900s    Native American Indians  Beadwork Beads Beaded bead work  Ojibwa Ojibway Ojibwe   Objects"
0,34428,84.1795,84  1795,KravisDC,Anth- Composition,Lakota (Sioux),Historic,,,Girl's Dress,,ca. 1870,2004,"Deer Skin, Beads, Mescal Seeds, Porcupine Quill",37 x 42 in. (94 x 106.7 cm),"84.1795  Girl's Dresss  Lakota Sioux      deer skin, beads, mescal seeds, porcupine quill  ca. 1870      Clothing  Apparel Clothes  Beadwork Beads Beaded bead work   Native American Indians   Late 19th Century  Late 1800s   Great Plains  child's children"
1,33116,84.2683,84  2683,KravisDC,Anth- Composition,Zuni,Historic,,,Kachina,,Early 1900s,2003,"Wood, Pigment, Wool, Cotton String, Feathers, Metal Bells",2 3/8 x 2 11/16 x 7 in. (6 x 6.8 x 17.8 cm),"84.2683  Kachinas  Zuni  John R. Wilson Collection.     Wood, pigment, wool, cotton string, feathers, metal bells.   Early 20th Century      Early 20th Century  Early 1900s  Native American Indians  Ritual Ceremonial dolls katsina kechina cachina ketsina"
1,33047,89.100,89   100,KravisDC,"Anth- Leather, Sinew",Cheyenne,Historic,,,Parfleche,,1800s,2003,"Leather, Pigment",17 1/2 x 29 3/4 in. (44.5 x 75.6 cm),"89.100  Parfleches  Cheyenne      Leather, pigment  19th Century    Late 19th Century  Late 1800s    Native American Indians  Art    Objects Drawer 7K  Plains"
1,33274,90.453,90   453,KravisDC,"Anth- Shell, Horn, Mother of Pearl",Mississippian,Mississippian,,,Gorget,,700 -- 1500 CE,2003,"Whelk Shell, Pigment",3/16 x 3 5/16 in. (0.5 x 8.5 cm),"90.453  Gorgets  Mississippian    Tennessee  whelk shell, pigment  AD 700 - 1500, Mississippian Period      Native American Indian   Prehistoric      Jewelry  Adornment  Eastern Woodlands  Ceremonial, Prestige, Ritual Moundbuilders Art, Ceremony, snake,"
1,33569,93.58,93    58,KravisDC,"Anth- Land, Water Animals, Miscellaneous",Inuit,Historic,,,Doll,,Early 1900s,2003,"Seal Gut, Wood, Fur, Fish Skin, Cotton, Cotton String",1 1/2 x 4 x 8 3/4 in. (3.8 x 10.2 x 22.2 cm),"93.58  Dolls  Inuit  Frank Engles Collection. #1279.  Alaska  Seal gut, wood, fur, fish skin, cotton, cotton string.   Early 20th Century      Native American Indians  Stroud Cloth Strouding Eskimo Alaska Toys    Objects Drawer 25C  Arctic"
